seed,input,predicted_label,predicted_explanation
6895,"The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders?",disobey,
6895,James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?,england,
6895,When talking to someone and gaining their trust they will do what they want because of you have done what?,persuaded,persuaded means persuaded by someone who has done something before.
6895,"When people are interested in protecting fetuses from abortion, what is a common slogan they campaign with?",choose life,choosing life is a choice.
6895,Where would a marmoset be out of place?,shopping mall,shopping mall is a place where marmosets are out of place.
6895,What is the path of the earth around the sun called?,orbit,the earth revolves around the sun.
6895,Where do you have to fan yourself in public watching people run and throw balls?,sports stadium,sports stadium is where people play sports.
6895,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,sky,sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is the sky. sky is
6895,"They were going somewhere outside of walking distance, so they took the what?",car,car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle. car is a vehicle.
6895,What does someone typically feel when applying for a job?,anxiety and fear,anxiety and fear is a feeling that people feel when applying for a job.
6895,What might have a drop of flood on their fingertip?,person,a drop of flood on their fingertip is a drop of flood.
6895,Where is a front yard likely to be small?,suburb,a front yard is likely to be small
6895,"My idea of entertainment is gambling, where should I go?",casino,gambling is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino is gambling. casino
